id_persona_cargo,n_titulares,id_afiliado_titular,estado_relacion
10284438,8,,Múltiples titulares
10284439,3,,Múltiples titulares
10284440,4,,Múltiples titulares
10284441,7,,Múltiples titulares
10284442,5,,Múltiples titulares
10284443,7,,Múltiples titulares
10284444,5,,Múltiples titulares
10284445,5,,Múltiples titulares
10284446,4,,Múltiples titulares
10284447,4,,Múltiples titulares
10284448,2,,Múltiples titulares
10284450,4,,Múltiples titulares
10284451,4,,Múltiples titulares
10284452,4,,Múltiples titulares
10284518,1,11337756,Titular único
10284800,2,,Múltiples titulares
10284802,4,,Múltiples titulares
10284803,1,531650,Titular único
10284804,2,,Múltiples titulares
10284805,4,,Múltiples titulares
10284806,1,521778,Titular único
10284807,4,,Múltiples titulares
10284808,2,,Múltiples titulares
10284810,1,523330,Titular único
10284811,6,,Múltiples titulares
10284812,3,,Múltiples titulares
10284813,1,10207241,Titular único
10284814,2,,Múltiples titulares
10284815,2,,Múltiples titulares
10284816,3,,Múltiples titulares
10284819,2,,Múltiples titulares
10284820,1,716679,Titular único
10284822,1,518209,Titular único
10284823,1,521243,Titular único
10284824,1,531051,Titular único
10284826,1,800139,Titular único
10284827,1,798743,Titular único
10284829,2,,Múltiples titulares
10284831,2,,Múltiples titulares
10284832,1,207403,Titular único
10284833,2,,Múltiples titulares
10284834,2,,Múltiples titulares
10284835,3,,Múltiples titulares
10284836,1,530374,Titular único
10284837,2,,Múltiples titulares
10284838,1,525390,Titular único
10284839,2,,Múltiples titulares
10284840,2,,Múltiples titulares
10284841,3,,Múltiples titulares
10284842,3,,Múltiples titulares
10284844,1,807960,Titular único
10284845,1,807958,Titular único
10284847,3,,Múltiples titulares
10284848,1,801674,Titular único
10284849,4,,Múltiples titulares
10284852,2,,Múltiples titulares
10284853,1,10324039,Titular único
10284854,2,,Múltiples titulares
10284855,1,530658,Titular único
10284856,4,,Múltiples titulares
10284857,5,,Múltiples titulares
10284858,2,,Múltiples titulares
10284859,1,802192,Titular único
10284860,1,10244843,Titular único
10284862,1,799212,Titular único
10284863,1,523523,Titular único
10284867,4,,Múltiples titulares
10284868,3,,Múltiples titulares
10284869,3,,Múltiples titulares
10284870,1,523960,Titular único
10284871,3,,Múltiples titulares
10284872,1,538928,Titular único
10284873,1,807298,Titular único
10284874,3,,Múltiples titulares
10284875,2,,Múltiples titulares
10284876,2,,Múltiples titulares
10284877,2,,Múltiples titulares
10284878,3,,Múltiples titulares
10284879,2,,Múltiples titulares
10284880,1,800561,Titular único
10284882,5,,Múltiples titulares
10284883,2,,Múltiples titulares
10284884,2,,Múltiples titulares
10284885,2,,Múltiples titulares
10284886,1,10324010,Titular único
10284887,1,528899,Titular único
10284888,3,,Múltiples titulares
10284889,1,528785,Titular único
10284891,2,,Múltiples titulares
10284892,2,,Múltiples titulares
10284893,3,,Múltiples titulares
10284894,2,,Múltiples titulares
10284895,2,,Múltiples titulares
10284897,2,,Múltiples titulares
10284898,7,,Múltiples titulares
10284899,2,,Múltiples titulares
10284900,2,,Múltiples titulares
10284901,2,,Múltiples titulares
10284903,2,,Múltiples titulares
10284904,1,10238927,Titular único
10284905,2,,Múltiples titulares
10284906,2,,Múltiples titulares
10284907,1,808149,Titular único
10284908,1,10159966,Titular único
10284909,1,800112,Titular único
10284910,4,,Múltiples titulares
10284911,4,,Múltiples titulares
10284912,1,553024,Titular único
10284914,2,,Múltiples titulares
10284915,3,,Múltiples titulares
10284916,1,530973,Titular único
10284917,2,,Múltiples titulares
10284918,2,,Múltiples titulares
10284920,1,808950,Titular único
10284921,1,526916,Titular único
10284922,1,10229314,Titular único
10284923,4,,Múltiples titulares
10284926,1,10305225,Titular único
10284927,2,,Múltiples titulares
10284928,4,,Múltiples titulares
10284930,5,,Múltiples titulares
10284931,1,527918,Titular único
10284932,1,10223277,Titular único
10284933,4,,Múltiples titulares
10284934,8,,Múltiples titulares
10284935,6,,Múltiples titulares
10284936,1,807940,Titular único
10284937,1,798957,Titular único
10284938,1,807932,Titular único
10284939,4,,Múltiples titulares
10284940,1,520109,Titular único
10284941,2,,Múltiples titulares
10284942,1,10229555,Titular único
10284943,1,183973,Titular único
10284944,3,,Múltiples titulares
10284945,7,,Múltiples titulares
10284946,2,,Múltiples titulares
10284947,3,,Múltiples titulares
10284948,6,,Múltiples titulares
10284949,3,,Múltiples titulares
10284950,2,,Múltiples titulares
10284951,5,,Múltiples titulares
10284952,1,131753,Titular único
10284953,1,10262662,Titular único
10284954,2,,Múltiples titulares
10284955,3,,Múltiples titulares
10284956,5,,Múltiples titulares
10284957,1,10324130,Titular único
10284958,2,,Múltiples titulares
10284959,5,,Múltiples titulares
10284960,2,,Múltiples titulares
10284961,6,,Múltiples titulares
10284962,2,,Múltiples titulares
10284963,3,,Múltiples titulares
10284964,1,528260,Titular único
10284965,2,,Múltiples titulares
10284966,1,10306462,Titular único
10284967,1,522363,Titular único
10284968,4,,Múltiples titulares
10284969,2,,Múltiples titulares
10284970,3,,Múltiples titulares
10284971,3,,Múltiples titulares
10284972,3,,Múltiples titulares
10284973,8,,Múltiples titulares
10284974,7,,Múltiples titulares
10284975,2,,Múltiples titulares
10284976,4,,Múltiples titulares
10284977,2,,Múltiples titulares
10284978,3,,Múltiples titulares
10284979,1,800359,Titular único
10284980,4,,Múltiples titulares
10284981,3,,Múltiples titulares
10284982,1,10305641,Titular único
10284983,3,,Múltiples titulares
10284984,1,528830,Titular único
10284985,3,,Múltiples titulares
10284986,3,,Múltiples titulares
10284987,2,,Múltiples titulares
10284988,5,,Múltiples titulares
10284989,1,530537,Titular único
10284990,1,527867,Titular único
10284991,2,,Múltiples titulares
10284992,3,,Múltiples titulares
10284993,3,,Múltiples titulares
10284994,5,,Múltiples titulares
10284995,3,,Múltiples titulares
10284997,8,,Múltiples titulares
10284998,4,,Múltiples titulares
10284999,1,799790,Titular único
10285393,1,528720,Titular único
10286202,2,,Múltiples titulares
10286203,1,10136106,Titular único
10286205,2,,Múltiples titulares
10286207,2,,Múltiples titulares
10286209,2,,Múltiples titulares
10286210,2,,Múltiples titulares
10286211,3,,Múltiples titulares
10286213,2,,Múltiples titulares
10286214,1,86493,Titular único
10286215,2,,Múltiples titulares
10286216,1,10337035,Titular único
10286218,1,10311593,Titular único
10286219,1,142954,Titular único
10286220,3,,Múltiples titulares
10286222,2,,Múltiples titulares
10286223,4,,Múltiples titulares
10286224,4,,Múltiples titulares
10286225,2,,Múltiples titulares
10286417,1,11048673,Titular único
10286602,1,524689,Titular único
10286604,1,530466,Titular único
10286610,1,801217,Titular único
10286612,1,797614,Titular único
10286615,1,807257,Titular único
10286617,1,10238844,Titular único
10286626,1,10238667,Titular único
10286627,2,,Múltiples titulares
10286628,2,,Múltiples titulares
10286629,1,780277,Titular único
10286637,2,,Múltiples titulares
10286639,1,10337033,Titular único
10286640,2,,Múltiples titulares
10286641,1,15928,Titular único
10286642,1,799737,Titular único
10286643,1,10337369,Titular único
10286644,1,10649825,Titular único
10286650,1,719862,Titular único
10286653,1,10238981,Titular único
10286655,1,10135941,Titular único
10286656,1,525256,Titular único
10286660,2,,Múltiples titulares
10286662,1,10238736,Titular único
10286666,1,528608,Titular único
10286667,1,10239020,Titular único
10286668,2,,Múltiples titulares
10286669,2,,Múltiples titulares
10286672,2,,Múltiples titulares
10286673,3,,Múltiples titulares
10286674,1,527269,Titular único
10286675,1,10973322,Titular único
10286676,3,,Múltiples titulares
10286677,1,59760,Titular único
10286682,1,530074,Titular único
10286683,3,,Múltiples titulares
10286684,2,,Múltiples titulares
10286685,1,354212,Titular único
10286686,2,,Múltiples titulares
10286687,1,801209,Titular único
10286692,1,802046,Titular único
10286693,1,719492,Titular único
10286694,4,,Múltiples titulares
10286696,1,10238985,Titular único
10286697,1,10136245,Titular único
10286698,1,530307,Titular único
10286699,1,10238868,Titular único
10286700,1,10102331,Titular único
10286701,1,10239502,Titular único
10286703,1,115113,Titular único
10286705,2,,Múltiples titulares
10286709,1,10005870,Titular único
10286710,1,156460,Titular único
10286762,1,527039,Titular único
10286800,1,528682,Titular único
10286801,1,10135988,Titular único
10286803,2,,Múltiples titulares
10286804,3,,Múltiples titulares
10286808,1,527509,Titular único
10286809,1,807757,Titular único
10286810,1,797258,Titular único
10286813,2,,Múltiples titulares
10286815,1,10135934,Titular único
10286818,1,10101826,Titular único
10286822,1,10229388,Titular único
10286823,2,,Múltiples titulares
10286826,1,10311328,Titular único
10286828,2,,Múltiples titulares
10286829,1,797364,Titular único
10286830,1,531555,Titular único
10286831,2,,Múltiples titulares
10286832,2,,Múltiples titulares
10286835,3,,Múltiples titulares
10286836,1,10239161,Titular único
10286837,2,,Múltiples titulares
10287001,1,529594,Titular único
10287002,1,10207344,Titular único
10287005,1,531352,Titular único
10287007,1,10736699,Titular único
10287009,1,10727034,Titular único
10287010,1,10736991,Titular único
10287012,2,,Múltiples titulares
10287014,1,520651,Titular único
10287016,2,,Múltiples titulares
10287019,3,,Múltiples titulares
10287200,3,,Múltiples titulares
10287201,3,,Múltiples titulares
10287202,6,,Múltiples titulares
10287203,5,,Múltiples titulares
10287204,5,,Múltiples titulares
10287205,2,,Múltiples titulares
10287207,2,,Múltiples titulares
10287208,4,,Múltiples titulares
10287209,1,10184136,Titular único
10287210,2,,Múltiples titulares
10287211,3,,Múltiples titulares
10287212,4,,Múltiples titulares
10287214,2,,Múltiples titulares
10287215,1,10305715,Titular único
10287216,2,,Múltiples titulares
10287217,2,,Múltiples titulares
10287218,4,,Múltiples titulares
10287219,2,,Múltiples titulares
10287220,7,,Múltiples titulares
10287221,1,10265721,Titular único
10287222,5,,Múltiples titulares
10287223,2,,Múltiples titulares
10287224,2,,Múltiples titulares
10287225,4,,Múltiples titulares
10287226,4,,Múltiples titulares
10287227,4,,Múltiples titulares
10287228,7,,Múltiples titulares
10287229,6,,Múltiples titulares
10287230,3,,Múltiples titulares
10287231,3,,Múltiples titulares
10287232,2,,Múltiples titulares
10287233,2,,Múltiples titulares
10287234,1,797186,Titular único
10287235,3,,Múltiples titulares
10287236,2,,Múltiples titulares
10287237,3,,Múltiples titulares
10287238,3,,Múltiples titulares
10287239,4,,Múltiples titulares
10287240,4,,Múltiples titulares
10287241,3,,Múltiples titulares
10287242,2,,Múltiples titulares
10287243,1,10324341,Titular único
10287244,6,,Múltiples titulares
10287245,6,,Múltiples titulares
10287246,2,,Múltiples titulares
10287247,3,,Múltiples titulares
10287248,4,,Múltiples titulares
10287249,3,,Múltiples titulares
10287250,3,,Múltiples titulares
10287251,2,,Múltiples titulares
10287252,1,10142886,Titular único
10287253,1,10154539,Titular único
10287254,2,,Múltiples titulares
10287255,1,10190071,Titular único
10287256,3,,Múltiples titulares
10287258,1,10154167,Titular único
10287259,2,,Múltiples titulares
10287261,2,,Múltiples titulares
10287262,1,10184318,Titular único
10287263,2,,Múltiples titulares
10287264,1,10766505,Titular único
10287800,1,10229493,Titular único
10287801,1,529699,Titular único
10287804,1,528309,Titular único
10287806,1,802451,Titular único
10287807,1,521616,Titular único
10287809,1,808968,Titular único
10287810,1,530753,Titular único
10287811,1,528397,Titular único
10287812,5,,Múltiples titulares
10287815,1,527614,Titular único
10287820,1,302304,Titular único
10287822,1,787005,Titular único
10287825,1,530368,Titular único
10287826,1,519631,Titular único
10287827,3,,Múltiples titulares
10287830,2,,Múltiples titulares
10287834,1,797435,Titular único
10287835,1,924494,Titular único
10287836,1,797178,Titular único
10287842,2,,Múltiples titulares
10287843,1,538918,Titular único
10287844,3,,Múltiples titulares
10287847,3,,Múltiples titulares
10287849,2,,Múltiples titulares
10287850,1,10229563,Titular único
10287852,2,,Múltiples titulares
10287854,2,,Múltiples titulares
10287855,1,802595,Titular único
10287859,1,10337203,Titular único
10287860,1,522314,Titular único
10287861,2,,Múltiples titulares
10287866,1,521994,Titular único
10287867,2,,Múltiples titulares
10287868,2,,Múltiples titulares
10287869,1,527539,Titular único
10287870,1,10305300,Titular único
10287872,1,10136000,Titular único
10287874,2,,Múltiples titulares
10287876,1,10223748,Titular único
10287878,1,10311530,Titular único
10287880,4,,Múltiples titulares
10287881,1,10262759,Titular único
10287882,1,10688075,Titular único
10287884,1,10778603,Titular único
10287885,2,,Múltiples titulares
10287887,1,10230056,Titular único
10287890,1,10245033,Titular único
10287891,3,,Múltiples titulares
10287892,1,10136285,Titular único
10287893,1,798191,Titular único
10287894,1,10337375,Titular único
10287896,1,10223610,Titular único
10287897,1,10244798,Titular único
10287898,3,,Múltiples titulares
10287899,1,10337299,Titular único
10287900,1,10337586,Titular único
10287903,1,10123222,Titular único
10287904,2,,Múltiples titulares
10287906,1,10337468,Titular único
10287907,2,,Múltiples titulares
10287909,1,528373,Titular único
10287910,1,10154484,Titular único
10288001,1,10033687,Titular único
10288002,3,,Múltiples titulares
10288003,1,10323781,Titular único
10288004,1,10336792,Titular único
10288005,1,10336929,Titular único
10288006,1,530507,Titular único
10288007,2,,Múltiples titulares
10288009,1,10756552,Titular único
10288010,2,,Múltiples titulares
10288011,1,807206,Titular único
10288013,3,,Múltiples titulares
10288202,1,10123246,Titular único
10288206,1,10694746,Titular único
10288208,1,10123520,Titular único
10288209,1,10123789,Titular único
10288212,3,,Múltiples titulares
10288214,1,10123736,Titular único
10288215,2,,Múltiples titulares
10288216,1,10245501,Titular único
10288298,1,10124432,Titular único
10288340,1,10223234,Titular único
10288404,1,527609,Titular único
10288405,1,11046985,Titular único
10288406,1,10305262,Titular único
10288412,2,,Múltiples titulares
10288415,1,780761,Titular único
10288416,1,796112,Titular único
10288429,2,,Múltiples titulares
10288430,1,10223234,Titular único
10288431,1,934783,Titular único
10288432,2,,Múltiples titulares
10288433,1,10123556,Titular único
10288434,3,,Múltiples titulares
10288435,1,10516554,Titular único
10288437,3,,Múltiples titulares
10288438,4,,Múltiples titulares
10288439,2,,Múltiples titulares
10288489,1,10190775,Titular único
10288600,2,,Múltiples titulares
10288603,2,,Múltiples titulares
10288605,1,932941,Titular único
10288606,3,,Múltiples titulares
10288607,1,807354,Titular único
10288609,2,,Múltiples titulares
10288610,4,,Múltiples titulares
10288611,2,,Múltiples titulares
10288612,2,,Múltiples titulares
10288613,1,530416,Titular único
10288614,2,,Múltiples titulares
10288616,2,,Múltiples titulares
10288617,1,10245503,Titular único
10288618,3,,Múltiples titulares
10288619,1,10229330,Titular único
10288620,4,,Múltiples titulares
10288621,1,523159,Titular único
10288622,2,,Múltiples titulares
10288623,1,795196,Titular único
10288624,1,10135929,Titular único
10288625,1,10123194,Titular único
10288626,4,,Múltiples titulares
10288627,1,522185,Titular único
10288628,1,10735070,Titular único
10288629,1,802316,Titular único
10288630,3,,Múltiples titulares
10288631,2,,Múltiples titulares
10288632,4,,Múltiples titulares
10288633,6,,Múltiples titulares
10288634,1,530024,Titular único
10288635,1,795069,Titular único
10288636,2,,Múltiples titulares
10288637,3,,Múltiples titulares
10288638,1,373992,Titular único
10288639,2,,Múltiples titulares
10288640,1,521752,Titular único
10288642,3,,Múltiples titulares
10288643,2,,Múltiples titulares
10288644,1,288802,Titular único
10288645,3,,Múltiples titulares
10288646,1,530394,Titular único
10288647,1,538915,Titular único
10288648,1,808535,Titular único
10288649,3,,Múltiples titulares
10288651,2,,Múltiples titulares
10288652,4,,Múltiples titulares
10288653,2,,Múltiples titulares
10288654,3,,Múltiples titulares
10288655,3,,Múltiples titulares
10288656,2,,Múltiples titulares
10288657,2,,Múltiples titulares
10288658,2,,Múltiples titulares
10288659,2,,Múltiples titulares
10288660,6,,Múltiples titulares
10288661,5,,Múltiples titulares
10288664,4,,Múltiples titulares
10288665,1,529613,Titular único
10288666,1,801692,Titular único
10288667,1,797375,Titular único
10288668,1,38387,Titular único
10288670,2,,Múltiples titulares
10288671,2,,Múltiples titulares
10288672,2,,Múltiples titulares
10288673,5,,Múltiples titulares
10288674,2,,Múltiples titulares
10288675,4,,Múltiples titulares
10288676,3,,Múltiples titulares
10288677,2,,Múltiples titulares
10288678,4,,Múltiples titulares
10288679,1,531320,Titular único
10288680,3,,Múltiples titulares
10288681,3,,Múltiples titulares
10288682,1,10305576,Titular único
10288683,5,,Múltiples titulares
10288684,6,,Múltiples titulares
10288685,4,,Múltiples titulares
10288686,3,,Múltiples titulares
10288689,1,802131,Titular único
10288690,3,,Múltiples titulares
10288691,4,,Múltiples titulares
10288692,2,,Múltiples titulares
10288693,2,,Múltiples titulares
10288694,2,,Múltiples titulares
10288695,3,,Múltiples titulares
10288696,4,,Múltiples titulares
10288697,3,,Múltiples titulares
10288698,7,,Múltiples titulares
10288699,3,,Múltiples titulares
10288701,1,796951,Titular único
10288702,3,,Múltiples titulares
10288703,3,,Múltiples titulares
10288704,4,,Múltiples titulares
10288705,5,,Múltiples titulares
10288706,4,,Múltiples titulares
10288707,3,,Múltiples titulares
10288708,1,802543,Titular único
10288709,3,,Múltiples titulares
10288710,1,914328,Titular único
10288711,1,115108,Titular único
10288712,2,,Múltiples titulares
10288713,2,,Múltiples titulares
10288714,5,,Múltiples titulares
10288715,2,,Múltiples titulares
10288716,2,,Múltiples titulares
10288717,2,,Múltiples titulares
10288718,2,,Múltiples titulares
10288719,2,,Múltiples titulares
10288720,1,11203522,Titular único
10288721,2,,Múltiples titulares
10288722,4,,Múltiples titulares
10288723,3,,Múltiples titulares
10288724,2,,Múltiples titulares
10288725,1,10735032,Titular único
10288726,6,,Múltiples titulares
10288727,3,,Múltiples titulares
10288728,2,,Múltiples titulares
10288730,3,,Múltiples titulares
10288731,5,,Múltiples titulares
10288732,2,,Múltiples titulares
10288733,2,,Múltiples titulares
10288734,3,,Múltiples titulares
10288735,4,,Múltiples titulares
10288736,4,,Múltiples titulares
10288737,3,,Múltiples titulares
10288738,4,,Múltiples titulares
10288739,3,,Múltiples titulares
10288740,5,,Múltiples titulares
10288741,1,801432,Titular único
10288743,5,,Múltiples titulares
10288744,2,,Múltiples titulares
10288745,3,,Múltiples titulares
10288746,3,,Múltiples titulares
10288747,1,801096,Titular único
10288748,2,,Múltiples titulares
10288749,4,,Múltiples titulares
10288750,3,,Múltiples titulares
10288751,2,,Múltiples titulares
10288752,1,528393,Titular único
10288753,1,798166,Titular único
10288754,1,10022775,Titular único
10288755,6,,Múltiples titulares
10288757,4,,Múltiples titulares
10288758,3,,Múltiples titulares
10288759,1,10142435,Titular único
10288760,1,199555,Titular único
10288761,5,,Múltiples titulares
10288762,2,,Múltiples titulares
10288763,3,,Múltiples titulares
10288764,4,,Múltiples titulares
10288765,1,10245201,Titular único
10288766,2,,Múltiples titulares
10288767,5,,Múltiples titulares
10288768,4,,Múltiples titulares
10288769,2,,Múltiples titulares
10288772,5,,Múltiples titulares
10288773,3,,Múltiples titulares
10288774,1,10305893,Titular único
10288775,1,799058,Titular único
10288777,1,804433,Titular único
10288801,1,531322,Titular único
10288803,1,10305384,Titular único
10288807,1,743282,Titular único
10288808,1,807699,Titular único
10288811,1,634538,Titular único
10288813,2,,Múltiples titulares
10288814,2,,Múltiples titulares
10288818,2,,Múltiples titulares
10288819,3,,Múltiples titulares
10288822,1,10223365,Titular único
10288823,1,522492,Titular único
10288824,2,,Múltiples titulares
10288825,2,,Múltiples titulares
10288826,1,525084,Titular único
10288828,2,,Múltiples titulares
10288829,2,,Múltiples titulares
10288832,1,787596,Titular único
10288833,2,,Múltiples titulares
10288835,2,,Múltiples titulares
10288836,1,527674,Titular único
10288838,1,10123461,Titular único
10288840,3,,Múltiples titulares
10288841,2,,Múltiples titulares
10288847,1,10678965,Titular único
10288848,1,194803,Titular único
10288850,2,,Múltiples titulares
10288852,2,,Múltiples titulares
10288853,1,10184078,Titular único
10288854,1,247300,Titular único
10288855,1,802169,Titular único
10288856,1,530971,Titular único
10288858,2,,Múltiples titulares
10288860,2,,Múltiples titulares
10288862,1,528427,Titular único
10288863,1,529711,Titular único
10288865,1,731884,Titular único
10288867,3,,Múltiples titulares
10288868,4,,Múltiples titulares
10288873,3,,Múltiples titulares
10288874,1,10305679,Titular único
10288878,1,890038,Titular único
10288881,2,,Múltiples titulares
10288882,1,10305230,Titular único
10288884,2,,Múltiples titulares
10288886,1,11127867,Titular único
10288887,1,11104466,Titular único
10288889,1,10306482,Titular único
10288890,1,10244944,Titular único
10288893,1,10323582,Titular único
10288895,1,10306074,Titular único
10288896,1,800309,Titular único
10288898,2,,Múltiples titulares
10288900,1,10223329,Titular único
10288901,4,,Múltiples titulares
10288902,1,10124179,Titular único
10288904,4,,Múltiples titulares
10288905,1,11046985,Titular único
10288907,2,,Múltiples titulares
10288908,3,,Múltiples titulares
10288909,2,,Múltiples titulares
10288911,2,,Múltiples titulares
10288913,1,10154135,Titular único
10288914,2,,Múltiples titulares
10288915,1,807692,Titular único
10288916,2,,Múltiples titulares
10288917,1,657993,Titular único
10288918,2,,Múltiples titulares
10288919,2,,Múltiples titulares
10288920,1,529845,Titular único
10288921,3,,Múltiples titulares
10288922,1,11164385,Titular único
10288923,2,,Múltiples titulares
10288924,4,,Múltiples titulares
10288925,2,,Múltiples titulares
10288927,1,10223396,Titular único
10288928,2,,Múltiples titulares
10288929,1,530797,Titular único
10288930,2,,Múltiples titulares
10288931,2,,Múltiples titulares
10288932,1,88315,Titular único
10288934,1,529938,Titular único
10288935,1,10160199,Titular único
10288936,2,,Múltiples titulares
10288938,1,10305952,Titular único
10288942,1,10306461,Titular único
10288945,3,,Múltiples titulares
10288946,3,,Múltiples titulares
10288947,2,,Múltiples titulares
10288949,1,10306185,Titular único
10288950,1,799777,Titular único
10288951,1,10160611,Titular único
10288952,3,,Múltiples titulares
10288953,1,10305235,Titular único
10288955,1,10142025,Titular único
10288956,4,,Múltiples titulares
10288958,1,934138,Titular único
10288959,2,,Múltiples titulares
10288960,1,10305895,Titular único
10288961,1,12334911,Titular único
10288962,2,,Múltiples titulares
10288964,1,802230,Titular único
10288965,1,10306132,Titular único
10288967,1,10792914,Titular único
10288970,1,10306045,Titular único
10288975,1,10305658,Titular único
10288978,1,10124330,Titular único
10289001,2,,Múltiples titulares
10289002,3,,Múltiples titulares
10289003,2,,Múltiples titulares
10289004,1,10305582,Titular único
10289005,2,,Múltiples titulares
10289006,3,,Múltiples titulares
10289007,2,,Múltiples titulares
10289008,3,,Múltiples titulares
10289009,2,,Múltiples titulares
10289010,1,10262971,Titular único
10289011,2,,Múltiples titulares
10289013,1,10306339,Titular único
10289014,2,,Múltiples titulares
10289400,2,,Múltiples titulares
10289402,1,531774,Titular único
10289403,1,799226,Titular único
10289404,2,,Múltiples titulares
10289409,1,88166,Titular único
10289410,1,10190037,Titular único
10289412,2,,Múltiples titulares
10289413,3,,Múltiples titulares
10289414,2,,Múltiples titulares
10289415,2,,Múltiples titulares
10289417,3,,Múltiples titulares
10289418,2,,Múltiples titulares
10289419,1,231784,Titular único
10289420,5,,Múltiples titulares
10289422,2,,Múltiples titulares
10289424,1,793965,Titular único
10289427,1,10123837,Titular único
10289429,2,,Múltiples titulares
10289430,2,,Múltiples titulares
10289431,2,,Múltiples titulares
10289434,1,10207313,Titular único
10289436,2,,Múltiples titulares
10289437,2,,Múltiples titulares
10289439,4,,Múltiples titulares
10289440,1,800554,Titular único
10289441,1,530431,Titular único
10289442,3,,Múltiples titulares
10289444,3,,Múltiples titulares
10289446,1,801259,Titular único
10289447,2,,Múltiples titulares
10289448,1,808815,Titular único
10289449,2,,Múltiples titulares
10289452,1,10190886,Titular único
10289453,3,,Múltiples titulares
10289454,1,10223237,Titular único
10289455,2,,Múltiples titulares
10289456,1,10190727,Titular único
10289458,1,10037189,Titular único
10289459,1,527381,Titular único
10289460,1,38058,Titular único
10289461,2,,Múltiples titulares
10289462,1,10190272,Titular único
10289463,1,11104436,Titular único
10289464,3,,Múltiples titulares
10289465,1,10184512,Titular único
10289470,1,10142435,Titular único
10289471,1,10101732,Titular único
10289474,1,10262573,Titular único
10289478,1,10323960,Titular único
10289479,2,,Múltiples titulares
10289482,3,,Múltiples titulares
10289483,1,10100580,Titular único
10289484,8,,Múltiples titulares
10289485,4,,Múltiples titulares
10289486,3,,Múltiples titulares
10289487,2,,Múltiples titulares
10289489,4,,Múltiples titulares
10289490,1,11433381,Titular único
10289491,1,721697,Titular único
10289492,1,10024893,Titular único
10289493,2,,Múltiples titulares
10289494,2,,Múltiples titulares
10289495,2,,Múltiples titulares
10289496,1,10588431,Titular único
10289498,4,,Múltiples titulares
10289499,1,137219,Titular único
10289500,5,,Múltiples titulares
10289502,2,,Múltiples titulares
10289503,1,10191229,Titular único
10289504,2,,Múltiples titulares
10289505,5,,Múltiples titulares
10289506,2,,Múltiples titulares
10289507,5,,Múltiples titulares
10289508,1,530683,Titular único
10289509,4,,Múltiples titulares
10289511,4,,Múltiples titulares
10289512,2,,Múltiples titulares
10289513,2,,Múltiples titulares
10289514,4,,Múltiples titulares
10289515,3,,Múltiples titulares
10289516,1,10154635,Titular único
10289517,2,,Múltiples titulares
10289518,5,,Múltiples titulares
10289519,2,,Múltiples titulares
10289521,1,96986,Titular único
10289525,3,,Múltiples titulares
10289532,2,,Múltiples titulares
10289534,1,10720265,Titular único
10289535,1,10190401,Titular único
10289539,1,807591,Titular único
10289540,1,528179,Titular único
10289717,1,10337103,Titular único
10289856,1,10160700,Titular único
10289956,1,10184482,Titular único
10290600,3,,Múltiples titulares
10290601,5,,Múltiples titulares
10290602,2,,Múltiples titulares
10290603,1,10154254,Titular único
10290604,2,,Múltiples titulares
10290605,2,,Múltiples titulares
10290606,3,,Múltiples titulares
10290609,4,,Múltiples titulares
10290611,2,,Múltiples titulares
10290612,2,,Múltiples titulares
10290613,1,10191063,Titular único
10290615,3,,Múltiples titulares
10290616,3,,Múltiples titulares
10291403,4,,Múltiples titulares
10291404,1,130544,Titular único
10291405,1,792795,Titular único
10291407,3,,Múltiples titulares
10291408,3,,Múltiples titulares
10291409,3,,Múltiples titulares
10291411,3,,Múltiples titulares
10291412,1,528595,Titular único
10291413,2,,Múltiples titulares
10291414,1,804271,Titular único
10291415,2,,Múltiples titulares
10291416,1,397983,Titular único
10291418,1,520837,Titular único
10291421,3,,Múltiples titulares
10291422,2,,Múltiples titulares
10291424,1,803876,Titular único
10291425,1,351989,Titular único
10291426,5,,Múltiples titulares
10291427,1,522628,Titular único
10291428,1,530712,Titular único
10291429,3,,Múltiples titulares
10291432,1,528740,Titular único
10291434,1,796001,Titular único
10291435,2,,Múltiples titulares
10291436,2,,Múltiples titulares
10291437,4,,Múltiples titulares
10291440,1,521927,Titular único
10291444,1,10265547,Titular único
10291445,2,,Múltiples titulares
10291448,2,,Múltiples titulares
10291449,4,,Múltiples titulares
10291450,2,,Múltiples titulares
10291451,3,,Múltiples titulares
10291452,3,,Múltiples titulares
10291453,2,,Múltiples titulares
10291454,2,,Múltiples titulares
10291455,2,,Múltiples titulares
10291456,2,,Múltiples titulares
10291457,3,,Múltiples titulares
10291458,3,,Múltiples titulares
10291461,1,531360,Titular único
10291463,1,809323,Titular único
10291465,3,,Múltiples titulares
10291466,5,,Múltiples titulares
10291467,4,,Múltiples titulares
10291468,4,,Múltiples titulares
10291469,1,522279,Titular único
10291473,2,,Múltiples titulares
10291474,5,,Múltiples titulares
10291475,2,,Múltiples titulares
10291476,3,,Múltiples titulares
10291477,3,,Múltiples titulares
10291478,3,,Múltiples titulares
10291479,1,10336921,Titular único
10291480,2,,Múltiples titulares
10291481,5,,Múltiples titulares
10291483,4,,Múltiples titulares
10291484,1,524960,Titular único
10291486,1,58254,Titular único
10291487,4,,Múltiples titulares
10291488,4,,Múltiples titulares
10291489,4,,Múltiples titulares
10291490,3,,Múltiples titulares
10291491,1,530946,Titular único
10291493,3,,Múltiples titulares
10291494,4,,Múltiples titulares
10291495,1,934565,Titular único
10291496,1,528362,Titular único
10291497,2,,Múltiples titulares
10291498,3,,Múltiples titulares
