id_persona_cargo,n_titulares,id_afiliado_titular,estado_relacion
10167350,2,,Múltiples titulares
10167351,2,,Múltiples titulares
10167353,1,802089,Titular único
10167358,2,,Múltiples titulares
10167359,2,,Múltiples titulares
10167360,2,,Múltiples titulares
10167361,2,,Múltiples titulares
10167362,1,10239144,Titular único
10167364,3,,Múltiples titulares
10167367,1,800717,Titular único
10167368,1,10136507,Titular único
10167369,3,,Múltiples titulares
10167370,1,10101856,Titular único
10167371,2,,Múltiples titulares
10167373,1,10721921,Titular único
10167374,1,801717,Titular único
10167375,3,,Múltiples titulares
10167377,1,801254,Titular único
10167378,1,10238837,Titular único
10167379,2,,Múltiples titulares
10167382,1,135040,Titular único
10167383,3,,Múltiples titulares
10167384,1,10337371,Titular único
10167385,3,,Múltiples titulares
10167388,1,10311563,Titular único
10167391,2,,Múltiples titulares
10167392,1,802014,Titular único
10167393,1,10073457,Titular único
10167396,1,10324644,Titular único
10167397,2,,Múltiples titulares
10167402,1,10239035,Titular único
10168088,1,804725,Titular único
10168320,2,,Múltiples titulares
10168321,1,551600,Titular único
10168331,4,,Múltiples titulares
10168332,3,,Múltiples titulares
10168333,2,,Múltiples titulares
10168334,1,519339,Titular único
10168335,1,791553,Titular único
10168336,1,326949,Titular único
10168337,3,,Múltiples titulares
10168338,1,794699,Titular único
10168339,2,,Múltiples titulares
10168341,3,,Múltiples titulares
10168342,1,521824,Titular único
10168344,3,,Múltiples titulares
10168345,1,796357,Titular único
10168346,6,,Múltiples titulares
10168347,3,,Múltiples titulares
10168348,2,,Múltiples titulares
10168349,3,,Múltiples titulares
10168351,2,,Múltiples titulares
10168352,4,,Múltiples titulares
10168353,3,,Múltiples titulares
10168354,3,,Múltiples titulares
10168355,1,522007,Titular único
10168356,5,,Múltiples titulares
10168357,3,,Múltiples titulares
10168358,1,527141,Titular único
10168359,2,,Múltiples titulares
10168360,4,,Múltiples titulares
10168361,3,,Múltiples titulares
10168362,1,527190,Titular único
10168366,1,807583,Titular único
10169120,3,,Múltiples titulares
10169121,1,523049,Titular único
10169122,1,520468,Titular único
10169123,4,,Múltiples titulares
10169124,3,,Múltiples titulares
10169125,4,,Múltiples titulares
10169126,6,,Múltiples titulares
10169127,4,,Múltiples titulares
10169128,5,,Múltiples titulares
10169130,1,794690,Titular único
10169131,3,,Múltiples titulares
10169132,7,,Múltiples titulares
10169133,4,,Múltiples titulares
10169134,1,11218882,Titular único
10169135,2,,Múltiples titulares
10169136,3,,Múltiples titulares
10169335,1,10238787,Titular único
10169420,2,,Múltiples titulares
10169421,1,801001,Titular único
10169422,2,,Múltiples titulares
10169423,1,790529,Titular único
10169424,2,,Múltiples titulares
10169425,2,,Múltiples titulares
10169426,1,934375,Titular único
10169427,1,801772,Titular único
10169428,2,,Múltiples titulares
10169430,2,,Múltiples titulares
10169431,1,797203,Titular único
10169432,2,,Múltiples titulares
10169433,1,797174,Titular único
10169434,3,,Múltiples titulares
10169435,1,800229,Titular único
10169436,1,782961,Titular único
10169438,1,530536,Titular único
10169439,3,,Múltiples titulares
10169440,3,,Múltiples titulares
10169441,2,,Múltiples titulares
10169443,4,,Múltiples titulares
10169445,1,521823,Titular único
10169446,1,525342,Titular único
10169447,2,,Múltiples titulares
10169448,3,,Múltiples titulares
10169449,3,,Múltiples titulares
10169450,3,,Múltiples titulares
10169452,2,,Múltiples titulares
10169453,2,,Múltiples titulares
10169454,1,790558,Titular único
10169456,1,518770,Titular único
10169458,2,,Múltiples titulares
10169460,1,792205,Titular único
10169461,2,,Múltiples titulares
10169463,1,797139,Titular único
10169464,1,523521,Titular único
10169465,1,10141908,Titular único
10169468,3,,Múltiples titulares
10169469,2,,Múltiples titulares
10169470,3,,Múltiples titulares
10169472,1,808249,Titular único
10169474,1,527835,Titular único
10169476,1,798885,Titular único
10169477,2,,Múltiples titulares
10169478,1,529178,Titular único
10169479,2,,Múltiples titulares
10169480,1,658000,Titular único
10169481,3,,Múltiples titulares
10169483,1,799549,Titular único
10169484,2,,Múltiples titulares
10169485,2,,Múltiples titulares
10169487,5,,Múltiples titulares
10169489,1,432888,Titular único
10169492,2,,Múltiples titulares
10169493,1,808645,Titular único
10169494,1,286530,Titular único
10169496,3,,Múltiples titulares
10169497,1,141063,Titular único
10169499,2,,Múltiples titulares
10169500,1,796614,Titular único
10169501,1,792130,Titular único
10169502,2,,Múltiples titulares
10169503,2,,Múltiples titulares
10169504,4,,Múltiples titulares
10169506,2,,Múltiples titulares
10169507,2,,Múltiples titulares
10169508,2,,Múltiples titulares
10169509,2,,Múltiples titulares
10169510,3,,Múltiples titulares
10169512,3,,Múltiples titulares
10169513,1,795974,Titular único
10169514,1,801761,Titular único
10169515,6,,Múltiples titulares
10169516,2,,Múltiples titulares
10169517,1,797393,Titular único
10169518,2,,Múltiples titulares
10169519,2,,Múltiples titulares
10169520,1,529141,Titular único
10169522,1,529161,Titular único
10169523,3,,Múltiples titulares
10169524,1,527762,Titular único
10169525,2,,Múltiples titulares
10169526,2,,Múltiples titulares
10169527,1,800328,Titular único
10169528,1,10141973,Titular único
10169529,3,,Múltiples titulares
10169530,1,525511,Titular único
10169531,1,798587,Titular único
10169533,1,353531,Titular único
10169534,1,524590,Titular único
10169535,6,,Múltiples titulares
10169537,1,522393,Titular único
10169538,1,801574,Titular único
10169539,1,808754,Titular único
10169540,2,,Múltiples titulares
10169541,1,527916,Titular único
10169542,3,,Múltiples titulares
10169543,3,,Múltiples titulares
10169544,1,794283,Titular único
10169546,1,792766,Titular único
10169547,3,,Múltiples titulares
10169549,1,527919,Titular único
10169550,1,528119,Titular único
10169551,3,,Múltiples titulares
10169552,2,,Múltiples titulares
10169553,1,10154127,Titular único
10169554,1,58936,Titular único
10169556,2,,Múltiples titulares
10169557,2,,Múltiples titulares
10169560,2,,Múltiples titulares
10169561,1,527069,Titular único
10169562,2,,Múltiples titulares
10169563,4,,Múltiples titulares
10169564,1,528076,Titular único
10169565,2,,Múltiples titulares
10169566,4,,Múltiples titulares
10169567,2,,Múltiples titulares
10169568,2,,Múltiples titulares
10169569,2,,Múltiples titulares
10169571,3,,Múltiples titulares
10169572,1,801703,Titular único
10169573,1,362930,Titular único
10169575,5,,Múltiples titulares
10169576,3,,Múltiples titulares
10169577,2,,Múltiples titulares
10169578,5,,Múltiples titulares
10169579,2,,Múltiples titulares
10169580,3,,Múltiples titulares
10169581,2,,Múltiples titulares
10169582,1,807743,Titular único
10169583,3,,Múltiples titulares
10169584,4,,Múltiples titulares
10169585,2,,Múltiples titulares
10169586,3,,Múltiples titulares
10169587,1,10190227,Titular único
10169588,1,808732,Titular único
10169589,4,,Múltiples titulares
10169590,4,,Múltiples titulares
10169591,1,524450,Titular único
10169592,5,,Múltiples titulares
10169593,4,,Múltiples titulares
10169595,3,,Múltiples titulares
10169596,5,,Múltiples titulares
10169597,1,808307,Titular único
10169598,10,,Múltiples titulares
10169599,3,,Múltiples titulares
10169600,6,,Múltiples titulares
10169601,3,,Múltiples titulares
10169602,2,,Múltiples titulares
10169603,1,109540,Titular único
10169604,4,,Múltiples titulares
10169605,3,,Múltiples titulares
10169606,1,807218,Titular único
10169607,5,,Múltiples titulares
10169609,1,521117,Titular único
10169610,2,,Múltiples titulares
10169611,7,,Múltiples titulares
10169612,1,800668,Titular único
10169613,8,,Múltiples titulares
10169614,1,10141812,Titular único
10169615,2,,Múltiples titulares
10169616,2,,Múltiples titulares
10169617,6,,Múltiples titulares
10169618,5,,Múltiples titulares
10169619,1,523555,Titular único
10169620,3,,Múltiples titulares
10169621,1,531079,Titular único
10169622,1,10153949,Titular único
10169623,3,,Múltiples titulares
10169625,2,,Múltiples titulares
10169626,3,,Múltiples titulares
10169627,2,,Múltiples titulares
10169629,2,,Múltiples titulares
10169630,1,803778,Titular único
10169631,2,,Múltiples titulares
10169633,3,,Múltiples titulares
10169635,1,10142673,Titular único
10169641,1,10336936,Titular único
10169660,1,10142336,Titular único
10169664,2,,Múltiples titulares
10169666,1,800314,Titular único
10170620,1,527545,Titular único
10170622,2,,Múltiples titulares
10170623,1,804701,Titular único
10170624,7,,Múltiples titulares
10170625,1,799828,Titular único
10171981,1,10183461,Titular único
10172356,1,10101821,Titular único
10179240,1,794690,Titular único
10179250,1,431636,Titular único
10179277,1,428270,Titular único
10179278,1,497749,Titular único
10179284,1,10171584,Titular único
10179287,1,432550,Titular único
10179307,1,435932,Titular único
10179309,1,432767,Titular único
10179320,1,795662,Titular único
10179326,1,153824,Titular único
10179339,2,,Múltiples titulares
10179342,1,985420,Titular único
10179345,1,10394211,Titular único
10179400,1,10358523,Titular único
10179401,1,10366799,Titular único
10180480,1,800129,Titular único
10180669,1,10160543,Titular único
10182239,1,143258,Titular único
10182275,1,217927,Titular único
10182311,1,705408,Titular único
10182323,1,439873,Titular único
10182363,1,709776,Titular único
10182377,1,712602,Titular único
10182388,1,439876,Titular único
10182397,1,795706,Titular único
10182416,1,439273,Titular único
10182418,1,986321,Titular único
10182425,1,717839,Titular único
10182478,1,795402,Titular único
10182491,1,439876,Titular único
10182504,1,90227,Titular único
10182518,1,10376154,Titular único
10182533,1,396679,Titular único
10182535,1,154522,Titular único
10182544,1,155177,Titular único
10182550,1,109536,Titular único
10182551,1,807378,Titular único
10182552,1,10056816,Titular único
10183449,1,733778,Titular único
10183455,2,,Múltiples titulares
10183460,1,10183438,Titular único
10184020,1,790479,Titular único
10184021,1,520837,Titular único
10184042,2,,Múltiples titulares
10184044,1,521453,Titular único
10184046,1,657505,Titular único
10184048,1,524369,Titular único
10184051,1,808971,Titular único
10184061,1,397822,Titular único
10184062,2,,Múltiples titulares
10184076,1,793933,Titular único
10184085,1,808511,Titular único
10184086,2,,Múltiples titulares
10184092,1,76983,Titular único
10184095,1,911326,Titular único
10184097,1,658135,Titular único
10184120,1,528881,Titular único
10184141,3,,Múltiples titulares
10184147,2,,Múltiples titulares
10184153,1,10141885,Titular único
10184156,1,801766,Titular único
10184161,1,10101723,Titular único
10184182,1,799670,Titular único
10184197,1,798693,Titular único
10184211,1,802039,Titular único
10184213,1,382900,Titular único
10184233,1,792986,Titular único
10184239,1,801455,Titular único
10184248,2,,Múltiples titulares
10184267,1,794586,Titular único
10184290,1,528974,Titular único
10184292,1,795430,Titular único
10184299,2,,Múltiples titulares
10184311,1,528406,Titular único
10184313,1,793933,Titular único
10184316,1,808569,Titular único
10184318,1,808260,Titular único
10184322,2,,Múltiples titulares
10184323,1,854733,Titular único
10184324,1,530435,Titular único
10184325,1,807261,Titular único
10184331,1,527036,Titular único
10184335,1,793699,Titular único
10184337,1,10305370,Titular único
10184345,1,522505,Titular único
10184350,2,,Múltiples titulares
10184352,1,140138,Titular único
10184353,1,10323930,Titular único
10184358,1,790528,Titular único
10184359,2,,Múltiples titulares
10184368,1,524656,Titular único
10184374,1,794251,Titular único
10184376,1,797993,Titular único
10184378,1,795897,Titular único
10184381,1,10207513,Titular único
10184382,1,524144,Titular único
10184399,1,362830,Titular único
10184401,1,793143,Titular único
10184402,1,798118,Titular único
10184403,1,10305630,Titular único
10184406,1,801966,Titular único
10184412,1,807637,Titular único
10184418,3,,Múltiples titulares
10184433,1,528121,Titular único
10184441,1,10184477,Titular único
10184451,2,,Múltiples titulares
10184452,2,,Múltiples titulares
10184456,1,794883,Titular único
10184460,1,10190198,Titular único
10184463,1,10154178,Titular único
10184466,1,524101,Titular único
10184470,1,10324260,Titular único
10184473,1,524186,Titular único
10184474,2,,Múltiples titulares
10184477,1,522296,Titular único
10184497,1,527538,Titular único
10184499,1,530754,Titular único
10184503,1,239272,Titular único
10184506,1,10239433,Titular único
10184507,1,528426,Titular único
10184509,1,531066,Titular único
10184513,1,10224034,Titular único
10184517,1,208663,Titular único
10184525,1,529355,Titular único
10184526,1,801549,Titular único
10184532,1,10136053,Titular único
10184533,2,,Múltiples titulares
10184545,2,,Múltiples titulares
10184551,2,,Múltiples titulares
10184552,1,211189,Titular único
10184567,2,,Múltiples titulares
10184569,1,10154479,Titular único
10184599,1,143262,Titular único
10184608,1,10337349,Titular único
10184609,1,800275,Titular único
10184611,1,10736795,Titular único
10184613,1,10184323,Titular único
10184618,1,10560743,Titular único
10184623,1,178155,Titular único
10184627,2,,Múltiples titulares
10184628,2,,Múltiples titulares
10184631,1,10124015,Titular único
10184632,1,10305459,Titular único
10184634,1,528121,Titular único
10184638,1,985792,Titular único
10184647,3,,Múltiples titulares
10184651,2,,Múltiples titulares
10184657,1,10523847,Titular único
10184670,1,10790331,Titular único
10184675,1,799878,Titular único
10184686,2,,Múltiples titulares
10184700,2,,Múltiples titulares
10184727,1,528399,Titular único
10184729,2,,Múltiples titulares
10184732,1,10588441,Titular único
10184734,1,10306527,Titular único
10184736,1,10160252,Titular único
10184755,1,797969,Titular único
10184758,1,10245117,Titular único
10184761,2,,Múltiples titulares
10184768,2,,Múltiples titulares
10184771,2,,Múltiples titulares
10184772,1,10135896,Titular único
10184784,1,10223804,Titular único
10184788,1,10184440,Titular único
10184802,1,395703,Titular único
10184808,1,10790330,Titular único
10184810,1,10305531,Titular único
10184818,1,10184624,Titular único
10184820,3,,Múltiples titulares
10184821,1,10305620,Titular único
10184824,1,522082,Titular único
10184839,1,10184674,Titular único
10184845,2,,Múltiples titulares
10184848,1,800230,Titular único
10184852,1,209169,Titular único
10184855,1,10141931,Titular único
10184867,1,10324192,Titular único
10184868,1,10265600,Titular único
10184870,1,11135242,Titular único
10184871,1,801303,Titular único
10184873,2,,Múltiples titulares
10184880,1,523675,Titular único
10184890,1,10736047,Titular único
10184895,1,10337821,Titular único
10184898,1,109669,Titular único
10184905,3,,Múltiples titulares
10184915,1,10184556,Titular único
10184929,1,10208028,Titular único
10184935,1,10223518,Titular único
10184943,1,10184928,Titular único
10184946,1,10184903,Titular único
10184971,1,333575,Titular único
10184979,1,11275896,Titular único
10185075,1,732411,Titular único
10185076,1,648675,Titular único
10185123,1,11261244,Titular único
10186084,1,11028089,Titular único
10186211,1,10245460,Titular único
10187383,1,10570740,Titular único
10190022,1,800621,Titular único
10190028,1,363101,Titular único
10190031,2,,Múltiples titulares
10190032,1,529874,Titular único
10190044,2,,Múltiples titulares
10190059,1,854446,Titular único
10190066,1,799189,Titular único
10190077,1,10207313,Titular único
10190080,1,11056748,Titular único
10190111,1,10190060,Titular único
10190118,1,796438,Titular único
10190121,1,801864,Titular único
10190123,1,530391,Titular único
10190133,2,,Múltiples titulares
10190147,1,10190145,Titular único
10190156,1,71776,Titular único
10190166,1,799175,Titular único
10190170,1,10142207,Titular único
10190171,1,530683,Titular único
10190172,2,,Múltiples titulares
10190180,3,,Múltiples titulares
10190187,1,521219,Titular único
10190188,1,801828,Titular único
10190195,2,,Múltiples titulares
10190200,2,,Múltiples titulares
10190205,1,793839,Titular único
10190210,1,798695,Titular único
10190215,1,799521,Titular único
10190224,1,113244,Titular único
10190227,1,10190064,Titular único
10190233,1,529878,Titular único
10190237,1,10323734,Titular único
10190262,3,,Múltiples titulares
10190265,1,799831,Titular único
10190271,1,10190172,Titular único
10190274,1,355345,Titular único
10190277,2,,Múltiples titulares
10190279,1,528044,Titular único
10190293,1,295680,Titular único
10190299,1,523909,Titular único
10190302,1,10323796,Titular único
10190331,1,794873,Titular único
10190332,1,797178,Titular único
10190357,1,523920,Titular único
10190366,1,231515,Titular único
10190372,1,528019,Titular único
10190401,2,,Múltiples titulares
10190412,1,10223546,Titular único
10190413,1,800129,Titular único
10190416,1,655563,Titular único
10190436,1,522790,Titular único
10190440,1,421300,Titular único
10190444,1,257876,Titular único
10190452,1,10190036,Titular único
10190457,1,796331,Titular único
10190463,1,10709177,Titular único
10190464,2,,Múltiples titulares
10190471,1,107552,Titular único
10190479,1,851639,Titular único
10190484,1,10190150,Titular único
10190486,1,10190126,Titular único
10190492,1,528008,Titular único
10190525,1,943869,Titular único
10190552,1,808180,Titular único
10190557,1,10323679,Titular único
10190558,1,931334,Titular único
10190560,1,10190290,Titular único
10190565,1,351443,Titular único
10190583,1,523450,Titular único
10190585,1,10190052,Titular único
10190591,2,,Múltiples titulares
10190593,1,10190391,Titular único
10190598,1,107767,Titular único
10190603,1,10190401,Titular único
10190605,1,126467,Titular único
10190608,1,523968,Titular único
10190614,1,422713,Titular único
10190622,1,10154016,Titular único
10190624,1,10142401,Titular único
10190625,1,59958,Titular único
10190634,1,530648,Titular único
10190635,1,807371,Titular único
10190640,1,530688,Titular único
10190643,2,,Múltiples titulares
10190645,1,10123282,Titular único
10190648,1,11218275,Titular único
10190659,1,10190403,Titular único
10190663,1,10190663,Titular único
10190664,1,657018,Titular único
10190666,1,530652,Titular único
10190668,1,523973,Titular único
10190673,2,,Múltiples titulares
10190680,1,10190779,Titular único
10190684,1,523905,Titular único
10190685,2,,Múltiples titulares
10190691,3,,Múltiples titulares
10190694,1,799453,Titular único
10190697,1,438887,Titular único
10190710,1,529128,Titular único
10190719,1,530107,Titular único
10190727,1,805502,Titular único
10190734,1,797203,Titular único
10190746,1,10473982,Titular único
10190752,1,531412,Titular único
10190785,1,798950,Titular único
10190794,1,796069,Titular único
10190801,1,529321,Titular único
10190816,1,530699,Titular único
10190817,1,333689,Titular único
10190821,3,,Múltiples titulares
10190831,1,10160247,Titular único
10190834,1,10190399,Titular único
10190851,1,804706,Titular único
10190852,1,529881,Titular único
10190855,2,,Múltiples titulares
10190859,1,798266,Titular único
10190869,1,109674,Titular único
10190873,2,,Múltiples titulares
10190874,1,10191040,Titular único
10190885,1,258779,Titular único
10190887,8,,Múltiples titulares
10190897,2,,Múltiples titulares
10190912,1,11044043,Titular único
10190913,1,10711650,Titular único
10190917,4,,Múltiples titulares
10190921,1,795779,Titular único
10190922,1,10190758,Titular único
10190925,1,807572,Titular único
10190926,1,552493,Titular único
10190931,2,,Múltiples titulares
10190943,1,804930,Titular único
10190944,2,,Múltiples titulares
10190946,1,527358,Titular único
10190951,1,10190558,Titular único
10190955,1,10709208,Titular único
10190958,3,,Múltiples titulares
10190967,1,932069,Titular único
10190968,1,10101797,Titular único
10190979,1,530699,Titular único
10190984,1,10207130,Titular único
10190986,1,10184619,Titular único
10190988,1,11031035,Titular único
10190990,1,797179,Titular único
10190991,1,10678458,Titular único
10190993,1,531328,Titular único
10190994,1,732022,Titular único
10190997,4,,Múltiples titulares
10190998,2,,Múltiples titulares
10191002,1,530704,Titular único
10191003,2,,Múltiples titulares
10191009,1,10311272,Titular único
10191012,1,10190605,Titular único
10191015,1,10190517,Titular único
10191022,1,47996,Titular único
10191023,1,10191002,Titular único
10191024,1,10207460,Titular único
10191025,1,530734,Titular único
10191027,1,10190424,Titular único
10191028,2,,Múltiples titulares
10191034,1,10190885,Titular único
10191038,1,10323643,Titular único
10191040,1,925413,Titular único
10191045,1,10075111,Titular único
10191047,1,10190622,Titular único
10191053,1,10190978,Titular único
10191057,1,10191048,Titular único
10191060,2,,Múltiples titulares
10191067,2,,Múltiples titulares
10191070,1,10323940,Titular único
10191071,1,12338916,Titular único
10191073,2,,Múltiples titulares
10191100,1,10190285,Titular único
10191101,1,10038821,Titular único
10191105,1,528877,Titular único
10191109,1,808223,Titular único
10191118,1,10262766,Titular único
10191126,1,11476866,Titular único
10191128,1,530617,Titular único
10191139,1,10262725,Titular único
10191141,1,10190531,Titular único
10191142,1,10160552,Titular único
10191145,1,59958,Titular único
10191146,2,,Múltiples titulares
10191156,1,10631677,Titular único
10191159,1,10463981,Titular único
10191164,1,10154263,Titular único
10191166,2,,Múltiples titulares
10191170,1,10191271,Titular único
10191175,1,10190724,Titular único
10191181,3,,Múltiples titulares
10191182,1,10735104,Titular único
10191183,1,10851733,Titular único
10191186,1,10190840,Titular único
10191197,1,10190666,Titular único
10191198,1,807572,Titular único
10191209,1,10190363,Titular único
10191218,1,10190115,Titular único
10191219,1,10739850,Titular único
10191239,1,798904,Titular único
10191278,2,,Múltiples titulares
10191301,1,10034503,Titular único
10191302,1,11043785,Titular único
10191343,1,10191400,Titular único
10191344,3,,Múltiples titulares
10191346,1,10207405,Titular único
10191360,1,10239516,Titular único
10191372,1,10207579,Titular único
10191386,1,10207877,Titular único
10191499,1,10070297,Titular único
10191536,1,11276183,Titular único
10191569,1,805127,Titular único
10191586,1,524764,Titular único
10194095,1,801100,Titular único
10196021,1,519188,Titular único
10196023,1,797217,Titular único
10196026,3,,Múltiples titulares
10196027,1,803749,Titular único
10196030,2,,Múltiples titulares
10196031,1,519924,Titular único
10196033,1,799989,Titular único
10196034,2,,Múltiples titulares
10196035,1,521043,Titular único
10196037,2,,Múltiples titulares
10196038,1,656962,Titular único
10196039,1,531208,Titular único
10196040,1,524983,Titular único
10196041,1,529187,Titular único
10196042,2,,Múltiples titulares
10196045,1,934492,Titular único
10196046,2,,Múltiples titulares
10196047,3,,Múltiples titulares
10196048,1,530541,Titular único
10196049,4,,Múltiples titulares
10196050,1,527948,Titular único
10196051,1,805400,Titular único
10196052,3,,Múltiples titulares
10196053,2,,Múltiples titulares
10196054,1,397865,Titular único
10196055,2,,Múltiples titulares
10196056,1,10154023,Titular único
10196057,3,,Múltiples titulares
10196058,2,,Múltiples titulares
10196059,2,,Múltiples titulares
10196060,1,522666,Titular único
10196061,1,524434,Titular único
10196062,3,,Múltiples titulares
10196063,3,,Múltiples titulares
10196064,3,,Múltiples titulares
10196065,1,529063,Titular único
10196066,1,800333,Titular único
10196067,1,795823,Titular único
10196068,2,,Múltiples titulares
10196069,4,,Múltiples titulares
10196070,1,802334,Titular único
10196071,2,,Múltiples titulares
10196072,4,,Múltiples titulares
10196073,2,,Múltiples titulares
10196074,4,,Múltiples titulares
10196075,1,10142016,Titular único
10196076,2,,Múltiples titulares
10196077,2,,Múltiples titulares
10196078,3,,Múltiples titulares
10196079,2,,Múltiples titulares
10196080,2,,Múltiples titulares
10196081,2,,Múltiples titulares
10196082,2,,Múltiples titulares
10196083,4,,Múltiples titulares
10196084,4,,Múltiples titulares
10196086,2,,Múltiples titulares
10196089,1,10265643,Titular único
10197621,2,,Múltiples titulares
10197623,2,,Múltiples titulares
10197625,1,796947,Titular único
10197626,3,,Múltiples titulares
10197629,1,522843,Titular único
10197631,1,3348,Titular único
10197634,2,,Múltiples titulares
10197636,1,795378,Titular único
10197640,1,520603,Titular único
10197645,1,530443,Titular único
10197647,3,,Múltiples titulares
10197648,1,657150,Titular único
10197649,3,,Múltiples titulares
10197651,2,,Múltiples titulares
10197652,1,524923,Titular único
10197653,1,524473,Titular único
10197654,2,,Múltiples titulares
10197655,2,,Múltiples titulares
10197656,2,,Múltiples titulares
10197657,2,,Múltiples titulares
10197658,2,,Múltiples titulares
10197659,1,524930,Titular único
10197660,1,521224,Titular único
10197663,7,,Múltiples titulares
10197664,1,10336949,Titular único
10197665,1,529310,Titular único
10197666,2,,Múltiples titulares
10197667,2,,Múltiples titulares
10197669,1,10229850,Titular único
10197670,3,,Múltiples titulares
10197671,1,808321,Titular único
10197672,2,,Múltiples titulares
10197673,2,,Múltiples titulares
10198420,1,795762,Titular único
10198422,5,,Múltiples titulares
10198424,4,,Múltiples titulares
10198425,2,,Múltiples titulares
10198426,2,,Múltiples titulares
10198427,2,,Múltiples titulares
10198429,6,,Múltiples titulares
10198430,5,,Múltiples titulares
10198431,2,,Múltiples titulares
10198432,3,,Múltiples titulares
10198433,5,,Múltiples titulares
10198434,3,,Múltiples titulares
10198435,1,523479,Titular único
10198436,1,805417,Titular único
10198437,3,,Múltiples titulares
10198438,6,,Múltiples titulares
10198439,2,,Múltiples titulares
10198440,3,,Múltiples titulares
10198441,2,,Múltiples titulares
10198442,4,,Múltiples titulares
10198443,3,,Múltiples titulares
10198444,4,,Múltiples titulares
10198445,2,,Múltiples titulares
10198447,1,522781,Titular único
10198448,4,,Múltiples titulares
10198449,5,,Múltiples titulares
10198450,2,,Múltiples titulares
10198451,2,,Múltiples titulares
10198452,3,,Múltiples titulares
10198453,3,,Múltiples titulares
10198454,3,,Múltiples titulares
10198463,1,531218,Titular único
10199017,1,797906,Titular único
10199021,1,525547,Titular único
10199022,2,,Múltiples titulares
10199023,2,,Múltiples titulares
10199025,3,,Múltiples titulares
10199026,1,523839,Titular único
10199027,4,,Múltiples titulares
10199029,2,,Múltiples titulares
10199030,3,,Múltiples titulares
10199031,4,,Múltiples titulares
10199032,1,10305867,Titular único
10199033,5,,Múltiples titulares
10199034,4,,Múltiples titulares
10199035,2,,Múltiples titulares
10199036,2,,Múltiples titulares
10199037,4,,Múltiples titulares
10199038,6,,Múltiples titulares
10199039,8,,Múltiples titulares
10199040,9,,Múltiples titulares
10199041,10,,Múltiples titulares
10199042,8,,Múltiples titulares
10199043,5,,Múltiples titulares
10199044,6,,Múltiples titulares
10199045,6,,Múltiples titulares
10199046,4,,Múltiples titulares
10199047,7,,Múltiples titulares
10199048,5,,Múltiples titulares
10199049,6,,Múltiples titulares
10199050,1,798698,Titular único
10199051,7,,Múltiples titulares
10199052,2,,Múltiples titulares
10199053,8,,Múltiples titulares
10199054,7,,Múltiples titulares
10199055,4,,Múltiples titulares
10199056,10,,Múltiples titulares
10199057,4,,Múltiples titulares
10199059,5,,Múltiples titulares
10199060,10,,Múltiples titulares
10199061,4,,Múltiples titulares
10199062,2,,Múltiples titulares
10199063,1,657845,Titular único
10199064,4,,Múltiples titulares
10199065,3,,Múltiples titulares
10199066,8,,Múltiples titulares
10199067,4,,Múltiples titulares
10199068,4,,Múltiples titulares
10199069,4,,Múltiples titulares
10199070,6,,Múltiples titulares
10199071,8,,Múltiples titulares
10199072,1,797882,Titular único
10199073,4,,Múltiples titulares
10199074,5,,Múltiples titulares
10199075,4,,Múltiples titulares
10199076,8,,Múltiples titulares
10199077,5,,Múltiples titulares
10199078,8,,Múltiples titulares
10199079,7,,Múltiples titulares
10199080,6,,Múltiples titulares
10199081,8,,Múltiples titulares
10199082,1,524275,Titular único
10199083,7,,Múltiples titulares
10199084,3,,Múltiples titulares
10199085,5,,Múltiples titulares
10199087,7,,Múltiples titulares
10199088,7,,Múltiples titulares
10199089,8,,Múltiples titulares
10199090,2,,Múltiples titulares
10199091,7,,Múltiples titulares
10199092,8,,Múltiples titulares
10199093,3,,Múltiples titulares
10199094,6,,Múltiples titulares
10199095,4,,Múltiples titulares
10199096,5,,Múltiples titulares
10199097,3,,Múltiples titulares
10199098,4,,Múltiples titulares
10199099,2,,Múltiples titulares
10199100,4,,Múltiples titulares
10199101,7,,Múltiples titulares
10199102,4,,Múltiples titulares
10199103,4,,Múltiples titulares
10199104,3,,Múltiples titulares
10199105,5,,Múltiples titulares
10199106,2,,Múltiples titulares
10199107,5,,Múltiples titulares
10199108,4,,Múltiples titulares
10199109,9,,Múltiples titulares
10199110,1,167727,Titular único
10199111,1,915234,Titular único
10199112,2,,Múltiples titulares
10199113,2,,Múltiples titulares
10199114,2,,Múltiples titulares
10199115,1,45465,Titular único
10199116,5,,Múltiples titulares
10199117,3,,Múltiples titulares
10199118,4,,Múltiples titulares
10199119,3,,Múltiples titulares
10199120,2,,Múltiples titulares
10199121,1,800965,Titular único
10199122,3,,Múltiples titulares
10199123,3,,Múltiples titulares
10199124,3,,Múltiples titulares
10199125,3,,Múltiples titulares
10199133,1,77077,Titular único
10199146,1,10323603,Titular único
10199548,1,168366,Titular único
10199818,1,10160081,Titular único
10199820,1,432884,Titular único
10199821,1,208520,Titular único
10199823,1,795983,Titular único
10199824,1,743591,Titular único
10199825,1,529814,Titular único
10199826,1,300499,Titular único
10199827,1,802252,Titular único
10199829,2,,Múltiples titulares
10199830,4,,Múltiples titulares
10199831,1,528269,Titular único
10199836,2,,Múltiples titulares
10199838,1,528542,Titular único
10199839,3,,Múltiples titulares
10199842,2,,Múltiples titulares
10199843,2,,Múltiples titulares
10199844,2,,Múltiples titulares
10199845,1,327502,Titular único
